11500.0,10.36,NEMACOLIN WOODLANDS RESORT & SPA,2 years,RENT,30000.0,Charged Off,debt_consolidation,PA,16.32,695.0,699.0
6000.0,9.99,Hapa Sushi,1 year,RENT,42000.0,Fully Paid,moving,CO,6.11,685.0,689.0
2000.0,13.72,Cobb County Governmemt,10+ years,MORTGAGE,62004.0,Fully Paid,other,GA,19.66,700.0,704.0
6000.0,6.17,Raytheon Company,10+ years,MORTGAGE,81000.0,Fully Paid,other,TX,8.07,735.0,739.0
9700.0,8.88,,2 years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,OK,8.18,725.0,729.0
10000.0,12.23,VA-Western New York Healthcare System,2 years,MORTGAGE,97000.0,Fully Paid,debt_consolidation,NY,21.58,675.0,679.0
25000.0,20.77,Intel Corp,10+ years,MORTGAGE,89004.0,Fully Paid,home_improvement,NM,12.82,665.0,669.0
6000.0,9.62,Pendum  LLC,7 years,MORTGAGE,65000.0,Fully Paid,home_improvement,NY,10.08,745.0,749.0
7275.0,6.91,John Brown University,10+ years,MORTGAGE,95000.0,Fully Paid,credit_card,AR,7.6,710.0,714.0
4000.0,6.54,precision fence,2 years,RENT,45600.0,Fully Paid,debt_consolidation,MA,2.97,730.0,734.0
8000.0,6.91,FEMA,7 years,MORTGAGE,150000.0,Fully Paid,debt_consolidation,WV,10.03,725.0,729.0
12000.0,14.46,Boeing,10+ years,MORTGAGE,98200.0,Fully Paid,moving,TX,13.05,705.0,709.0
4000.0,12.61,Miami-Dade County Public Schools,10+ years,MORTGAGE,73125.0,Charged Off,other,FL,19.92,705.0,709.0
4500.0,9.62,Extended Business Services,< 1 year,RENT,21000.0,Fully Paid,debt_consolidation,PA,4.91,710.0,714.0
7500.0,9.99,Demusz Mfg Inc.,5 years,OWN,27168.0,Fully Paid,major_purchase,CT,2.87,730.0,734.0
8000.0,8.88,Verizon,10+ years,RENT,56000.0,Fully Paid,debt_consolidation,NY,4.39,790.0,794.0
7200.0,13.35,City of Brooklyn Center,< 1 year,MORTGAGE,60000.0,Fully Paid,major_purchase,MN,11.7,670.0,674.0
6000.0,9.25,HYDRAFLOW,7 years,RENT,55000.0,Fully Paid,major_purchase,CA,9.1,720.0,724.0
25000.0,15.57,standard parking,10+ years,MORTGAGE,60000.0,Charged Off,debt_consolidation,OH,11.34,715.0,719.0
4200.0,9.62,University of West Georgia,3 years,MORTGAGE,828000.0,Fully Paid,debt_consolidation,GA,2.0,700.0,704.0
18000.0,8.88,Social Security Administration,< 1 year,MORTGAGE,57408.0,Fully Paid,credit_card,MO,14.67,710.0,714.0
1500.0,10.36,,10+ years,RENT,27000.0,Fully Paid,other,UT,5.38,715.0,719.0
6000.0,12.61,First National Bank of Liberal,4 years,RENT,52000.0,Fully Paid,wedding,KS,18.55,700.0,704.0
5300.0,5.42,AMERICAN ENGINEERING,10+ years,MORTGAGE,40000.0,Fully Paid,other,FL,6.81,775.0,779.0
4750.0,13.35,Sentara,3 years,MORTGAGE,36000.0,Fully Paid,debt_consolidation,VA,24.63,685.0,689.0
9600.0,14.46,GA Dept of Human Services,5 years,RENT,63000.0,Fully Paid,debt_consolidation,GA,22.36,660.0,664.0
4000.0,6.17,MOISAN ENTERPRISES,7 years,MORTGAGE,45000.0,Fully Paid,other,FL,13.07,750.0,754.0
10000.0,6.91,Prime Technology Group,6 years,MORTGAGE,90722.0,Fully Paid,home_improvement,PA,5.86,725.0,729.0
