1500.0,8.32,Advantecs Group,4 years,RENT,38000.0,Fully Paid,debt_consolidation,NJ,2.53,730.0,734.0
2400.0,12.22,Wheeling Island Hotel-Casino-Racetrack,< 1 year,RENT,41600.0,Fully Paid,moving,WV,22.36,675.0,679.0
7500.0,8.32,,< 1 year,RENT,44875.0,Fully Paid,debt_consolidation,RI,13.64,775.0,779.0
5500.0,12.22,Apple,< 1 year,RENT,28089.0,Fully Paid,major_purchase,CA,17.63,675.0,679.0
2300.0,13.17,UBS,10+ years,RENT,37152.0,Fully Paid,moving,NJ,2.26,670.0,674.0
5000.0,10.33,New York Life Insurance,< 1 year,RENT,30000.0,Fully Paid,other,CA,5.52,710.0,714.0
7500.0,10.96,US Air Force,6 years,RENT,44720.0,Fully Paid,debt_consolidation,NV,18.52,710.0,714.0
3200.0,9.7,Department of Motor Vehicles,5 years,MORTGAGE,39962.0,Fully Paid,other,NV,20.84,755.0,759.0
5000.0,10.96,Driven Technology,1 year,RENT,30000.0,Fully Paid,other,MI,0.6,720.0,724.0
3200.0,12.86,Waste Management,7 years,RENT,33888.0,Fully Paid,other,PA,14.77,670.0,674.0
4900.0,10.96,"Elaines Music & Art Studio, LLC",1 year,MORTGAGE,75000.0,Charged Off,other,AZ,9.92,685.0,689.0
1500.0,12.86,Newark Electronics,2 years,RENT,35780.0,Fully Paid,educational,IL,13.45,660.0,664.0
7500.0,10.96,"SBResults, LLC",1 year,OWN,65000.0,Fully Paid,debt_consolidation,TN,12.04,695.0,699.0
3000.0,16.33,"LS9, Inc",< 1 year,RENT,55000.0,Fully Paid,educational,CA,26.05,670.0,674.0
6600.0,10.33,st rose center,10+ years,RENT,30004.0,Fully Paid,other,IL,13.88,750.0,754.0
3600.0,9.7,LAUSD,10+ years,RENT,30000.0,Fully Paid,other,CA,15.04,745.0,749.0
7500.0,14.75,discount shoes,1 year,RENT,30000.0,Fully Paid,major_purchase,GA,20.4,660.0,664.0
7500.0,11.91,Roberts Brothers construction,10+ years,RENT,48996.0,Charged Off,debt_consolidation,FL,14.33,680.0,684.0
7500.0,16.33,Downing Displays,6 years,MORTGAGE,50000.0,Charged Off,credit_card,OH,10.8,665.0,669.0
4900.0,14.12,Allstate Insurance,3 years,RENT,32400.0,Fully Paid,debt_consolidation,CA,23.85,680.0,684.0
7500.0,11.91,Health Care Service Corp,< 1 year,MORTGAGE,73426.0,Fully Paid,credit_card,IL,18.11,685.0,689.0
5000.0,11.91,Bentley School,2 years,RENT,36933.0,Fully Paid,debt_consolidation,CA,19.77,675.0,679.0
4000.0,14.75,Rite Aid,< 1 year,RENT,62400.0,Fully Paid,other,VA,12.96,690.0,694.0
1800.0,8.32,"Psychology Software Tools, Inc",2 years,RENT,31000.0,Fully Paid,car,PA,8.5,740.0,744.0
7500.0,10.33,Federal Emergency Management Agency (FEMA),1 year,RENT,87000.0,Fully Paid,major_purchase,DC,5.41,710.0,714.0
5500.0,8.32,Cavdar Molding Architectural Trimwork,2 years,RENT,50000.0,Fully Paid,major_purchase,CA,17.9,755.0,759.0
5000.0,13.17,DISYS,< 1 year,RENT,60000.0,Fully Paid,credit_card,FL,14.6,665.0,669.0
7500.0,11.59,,< 1 year,MORTGAGE,38000.0,Charged Off,home_improvement,VA,8.53,680.0,684.0
4000.0,10.96,Sovereign Bank,3 years,RENT,33000.0,Fully Paid,other,NJ,8.0,685.0,689.0
6500.0,10.96,Photography By Foschi  LLC,10+ years,RENT,44724.0,Fully Paid,wedding,DE,17.41,730.0,734.0
3000.0,11.28,Polk Community College,< 1 year,RENT,24000.0,Charged Off,credit_card,FL,12.45,715.0,719.0
7500.0,10.96,menlo logistics,6 years,OWN,22000.0,Fully Paid,major_purchase,TN,20.02,720.0,724.0
2000.0,11.28,Raven Industries,2 years,MORTGAGE,42000.0,Fully Paid,other,SD,13.43,685.0,689.0
7500.0,10.33,Conwest Resources  Inc.,10+ years,RENT,68608.0,Fully Paid,credit_card,CA,8.62,720.0,724.0
3000.0,8.32,Self-employed,10+ years,MORTGAGE,26796.0,Fully Paid,car,PA,6.58,720.0,724.0
5000.0,11.91,Jefferson count schools,2 years,RENT,42000.0,Fully Paid,credit_card,CO,23.63,740.0,744.0
7500.0,13.17,DHL Airways,8 years,MORTGAGE,80500.0,Fully Paid,debt_consolidation,NC,23.03,700.0,704.0
4000.0,8.32,Capital One Bank,6 years,OWN,66480.0,Fully Paid,home_improvement,LA,0.0,765.0,769.0
6000.0,7.68,Dental Network of America,2 years,MORTGAGE,175000.0,Fully Paid,home_improvement,TX,5.19,780.0,784.0
7500.0,10.01,Beef o Bradys,< 1 year,RENT,40000.0,Charged Off,other,FL,5.13,715.0,719.0
2700.0,9.7,st. john's episcopal hospital,1 year,RENT,51000.0,Fully Paid,vacation,NY,13.44,750.0,754.0
7200.0,11.28,Deon Dundas,8 years,RENT,56052.0,Fully Paid,home_improvement,NY,19.25,705.0,709.0
7500.0,11.28,Simone Family Medicine,1 year,RENT,160000.0,Fully Paid,other,NJ,11.19,685.0,689.0
5000.0,15.07,This Is Pop,< 1 year,RENT,27500.0,Fully Paid,debt_consolidation,NY,7.9,660.0,664.0
7500.0,12.22,The Blackstone Group,2 years,RENT,116700.0,Fully Paid,credit_card,NJ,11.75,675.0,679.0
7500.0,13.17,V.S.I. Constuction,2 years,MORTGAGE,71688.0,Fully Paid,major_purchase,MN,18.95,675.0,679.0
7500.0,11.59,"The International Investment Group, Inc.",3 years,RENT,155000.0,Fully Paid,credit_card,NY,11.92,690.0,694.0
7500.0,15.07,Montgomery College,5 years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,MD,19.44,660.0,664.0
3000.0,9.7,Liverpool School District,1 year,RENT,18008.0,Fully Paid,wedding,NY,7.13,710.0,714.0
5000.0,11.91,MG Prep Inc.,4 years,RENT,27996.0,Fully Paid,debt_consolidation,NY,19.33,685.0,689.0
7500.0,8.63,,8 years,MORTGAGE,84000.0,Fully Paid,credit_card,CA,16.11,760.0,764.0
7000.0,12.54,Everest National Insurance Company,3 years,RENT,79000.0,Fully Paid,debt_consolidation,CA,10.92,670.0,674.0
4000.0,16.01,Liberty Mutual Insurance Group,2 years,MORTGAGE,40900.0,Fully Paid,debt_consolidation,NJ,24.47,695.0,699.0
3000.0,11.28,City of Richmond,< 1 year,MORTGAGE,35500.0,Fully Paid,debt_consolidation,VA,22.78,700.0,704.0
6400.0,14.75,University of Michigan,3 years,RENT,28000.0,Fully Paid,medical,MI,12.47,660.0,664.0
7000.0,13.17,Sutter Connect,2 years,MORTGAGE,49000.0,Fully Paid,credit_card,CA,16.09,660.0,664.0
